Mod:Item:MetaData, Localized Name
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, 陨石楼梯
appliedenergistics2:smooth_sky_stone_stairs, 陨石块楼梯
appliedenergistics2:sky_stone_brick_stairs, 陨石石砖楼梯
appliedenergistics2:sky_stone_small_brick_stairs, 陨石砖块楼梯
appliedenergistics2:fluix_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_stairs, 福鲁伊克斯楼梯
appliedenergistics2:chiseled_quartz_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和（或）总线
appliedenergistics2:sky_stone_slab:0, 陨石台阶
appliedenergistics2:smooth_sky_stone_slab:0, 陨石块台阶
appliedenergistics2:sky_stone_brick_slab:0, 陨石石砖台阶
appliedenergistics2:sky_stone_small_brick_slab:0, 陨石砖块台阶
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:certus_quartz_axe, 赛特斯石英斧
appliedenergistics2:certus_quartz_hoe, 赛特斯石英锄
appliedenergistics2:certus_quartz_spade, 赛特斯石英锹
appliedenergistics2:certus_quartz_pickaxe, 赛特斯石英镐
appliedenergistics2:certus_quartz_sword, 赛特斯石英剑
appliedenergistics2:certus_quartz_wrench, 赛特斯石英扳手
appliedenergistics2:certus_quartz_cutting_knife, 赛特斯石英切割刀
appliedenergistics2:nether_quartz_axe, 下界石英斧
appliedenergistics2:nether_quartz_hoe, 下界石英锄
appliedenergistics2:nether_quartz_spade, 下界石英锹
appliedenergistics2:nether_quartz_pickaxe, 下界石英镐
appliedenergistics2:nether_quartz_sword, 下界石英剑
appliedenergistics2:nether_quartz_wrench, 下界石英扳手
appliedenergistics2:nether_quartz_cutting_knife, 下界石英切割刀
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:wireless_crafting_terminal, 无线合成终端
appliedenergistics2:wireless_pattern_terminal, 无线样板终端
appliedenergistics2:wireless_fluid_terminal, 无线流体终端
appliedenergistics2:wireless_interface_terminal, 无线接口终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:matter_cannon, 物质炮
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, §61k§r-ME存储元件
appliedenergistics2:storage_cell_4k, §e4k§r-ME存储元件
appliedenergistics2:storage_cell_16k, §a16k§r-ME存储元件
appliedenergistics2:storage_cell_64k, §b64k§r-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, §61k§r-ME流体储存元件
appliedenergistics2:fluid_storage_cell_4k, §e4k§r-ME流体储存元件
appliedenergistics2:fluid_storage_cell_16k, §a16k§r-ME流体储存元件
appliedenergistics2:fluid_storage_cell_64k, §b64k§r-ME流体储存元件
appliedenergistics2:spatial_storage_cell_2_cubed, §62³§r-空间存储元件
appliedenergistics2:spatial_storage_cell_16_cubed, §916³§r-空间存储元件
appliedenergistics2:spatial_storage_cell_128_cubed, §d128³§r-空间存储元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 白桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海绵
appliedenergistics2:facade:0, 线缆伪装板 - 湿海绵
appliedenergistics2:facade:0, 线缆伪装板 - 玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石块
appliedenergistics2:facade:0, 线缆伪装板 - 砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 平滑砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 橙色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 品红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 青色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 紫色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黑色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 金块
appliedenergistics2:facade:0, 线缆伪装板 - 铁块
appliedenergistics2:facade:0, 线缆伪装板 - 砖块
appliedenergistics2:facade:0, 线缆伪装板 - TNT
appliedenergistics2:facade:0, 线缆伪装板 - 书架
appliedenergistics2:facade:0, 线缆伪装板 - 苔石
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 冰
appliedenergistics2:facade:0, 线缆伪装板 - 雪
appliedenergistics2:facade:0, 线缆伪装板 - 粘土块
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 荧石
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜灯
appliedenergistics2:facade:0, 线缆伪装板 - 白色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 橙色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 品红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 紫色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 棕色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黑色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 石头怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 圆石怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 西瓜
appliedenergistics2:facade:0, 线缆伪装板 - 菌丝
appliedenergistics2:facade:0, 线缆伪装板 - 地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 末地石
appliedenergistics2:facade:0, 线缆伪装板 - 红石灯
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石块
appliedenergistics2:facade:0, 线缆伪装板 - 红石块
appliedenergistics2:facade:0, 线缆伪装板 - 下界石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹石英块
appliedenergistics2:facade:0, 线缆伪装板 - 白色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树叶
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 粘液块
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石砖
appliedenergistics2:facade:0, 线缆伪装板 - 暗海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶灯
appliedenergistics2:facade:0, 线缆伪装板 - 干草块
appliedenergistics2:facade:0, 线缆伪装板 - 陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 煤炭块
appliedenergistics2:facade:0, 线缆伪装板 - 浮冰
appliedenergistics2:facade:0, 线缆伪装板 - 红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 平滑红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 末地石砖
appliedenergistics2:facade:0, 线缆伪装板 - 岩浆块
appliedenergistics2:facade:0, 线缆伪装板 - 地狱疣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 骨块
appliedenergistics2:facade:0, 线缆伪装板 - 侦测器
appliedenergistics2:facade:0, 线缆伪装板 - 白色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯竖纹石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 聚能石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 福鲁伊克斯块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石
appliedenergistics2:facade:0, 线缆伪装板 - 陨石块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石石砖
appliedenergistics2:facade:0, 线缆伪装板 - 陨石砖块
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 浅蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 柠檬色
appliedenergistics2:paint_ball:6, 染色球 - 粉色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 浅灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 浅蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 柠檬色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 浅灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:60, 磁引卡
appliedenergistics2:material:58, 样板扩展卡
appliedenergistics2:material:59, 量子链接卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:61, 粘滞卡
appliedenergistics2:material:34, §d128³§r-空间组件
appliedenergistics2:material:37, §a16k§r-ME存储组件
appliedenergistics2:material:33, §916³§r-空间组件
appliedenergistics2:material:35, §61k§r-ME存储组件
appliedenergistics2:material:32, §62³§r-空间组件
appliedenergistics2:material:36, §e4k§r-ME存储组件
appliedenergistics2:material:38, §b64k§r-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, §a16k§r-ME流体存储组件
appliedenergistics2:material:54, §61k§r-ME流体存储组件
appliedenergistics2:material:55, §e4k§r-ME流体存储组件
appliedenergistics2:material:57, §b64k§r-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 浅蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 柠檬色
appliedenergistics2:part:26, ME包层线缆 - 粉色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 浅灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 浅蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 柠檬色
appliedenergistics2:part:506, ME致密包层线缆 - 粉色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 浅灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 浅蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 柠檬色
appliedenergistics2:part:66, ME致密线缆 - 粉色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 浅灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:part:6, ME玻璃线缆 - 粉色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 浅蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 柠檬色
appliedenergistics2:part:46, ME智能线缆 - 粉色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 浅灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
